🕘️更新时间,#genre#
CCTV3综艺,http://home.yulei.online:9999/rtp/226.0.2.208:9576
CCTV3综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3综艺,http://sh.lnott.top:880/dx03.m3u8
CCTV3综艺,http://183.223.157.33:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3综艺,http://1.195.131.69:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3综艺,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV3综艺,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8
CCTV3综艺,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3综艺,http://www.cdnstv.com:6398/hls/3/index.m3u8
CCTV4中文国际,http://192.168.30.1:35455/gptv/G_CCTV-4-HQ.m3u8
CCTV4中文国际,http://192.168.30.1:35455/gptv/G_CCTV-4-HQ.m3u8
CCTV4中文国际,http://home.l-ht.cn:4000/rtp/239.77.1.163:5146
CCTV4中文国际,http://www.freetv.top/migu/631780421.m3u8?migutoken=7acf39385ea80b0efa77b918418fcf998d00455e8b98e02dff92961440d989e3b7da00ef24731d327c410f2ef9ceb51e2137c20b2b606646542ce4643521747bf78b7533b3ec604bba63ffdf43
CCTV4中文国际,http://n1.gzbody.com:85/rtp/239.77.0.78:5146
CCTV4中文国际,http://n1.gzbody.com:85/rtp/239.77.1.163:5146
CCTV4中文国际,http://n1.gzbody.com:85/rtp/239.77.1.166:5146
CCTV4中文国际,http://n1.gzbody.com:85/rtp/239.77.0.33:5146
CCTV4中文国际,http://home.yulei.online:9999/rtp/226.0.2.156:9160
CCTV4中文国际,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV4中文国际,http://sh.lnott.top:880/dx04.m3u8
CCTV4中文国际,http://183.223.157.33:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4中文国际,http://1.195.131.69:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4中文国际,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV4中文国际,http://120.238.94.10:9901/tsfile/live/1021_1.m3u8
CCTV4中文国际,http://116.9.204.242:9901/tsfile/live/0004_1.m3u8
CCTV4中文国际,http://116.9.204.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4中文国际（美洲）,http://192.168.30.1:35455/gptv/G_CCTV-4-HQ.m3u8
CCTV4中文国际（美洲）,http://home.l-ht.cn:4000/rtp/239.77.1.163:5146
CCTV4中文国际（美洲）,http://n1.gzbody.com:85/rtp/239.253.43.121:5146
CCTV4中文国际（美洲）,http://8.138.7.223/tv/migu2.php
CCTV4中文国际（美洲）,http://183.11.239.36:808/hls/77/index.m3u8
CCTV4中文国际（欧洲）,http://192.168.30.1:35455/gptv/G_CCTV-4-HQ.m3u8
CCTV4中文国际（欧洲）,http://home.l-ht.cn:4000/rtp/239.77.1.163:5146
CCTV4中文国际（欧洲）,http://n1.gzbody.com:85/rtp/239.253.43.120:5146
CCTV4中文国际（欧洲）,http://8.138.7.223/tv/migu2.php
CCTV4中文国际（欧洲）,http://183.11.239.36:808/hls/67/index.m3u8
CCTV5体育,http://192.168.30.1:35455/gptv/G_CCTV-5-HQ.m3u8
CCTV5体育,https://itv.stcwl.xyz/udp/239.10.0.102:1025
CCTV5体育,http://192.168.30.1:35455/gptv/G_CCTV-5-HQ.m3u8
CCTV5体育,http://home.l-ht.cn:4000/rtp/239.77.0.170:5146
CCTV5体育,http://www.freetv.top/migu/641886683.m3u8?migutoken=cea30189b17e30fb3b4876609eb6e3128f840f8ab5db6f9643403213dc9980613938be69b13fe0290d2c44f0052b78d90c669a2f92e28951f92da861b7cba070b55ec1b4fe1a92a2c133c43c4c
CCTV5体育,http://free.cnlive.club/channel/n5d959a6c.m3u8
CCTV5体育,http://n1.gzbody.com:85/rtp/239.77.1.8:5146
CCTV5体育,http://n1.gzbody.com:85/rtp/239.77.0.34:5146
CCTV5体育,http://sh.lnott.top:880/dx05.m3u8
CCTV5体育,http://183.223.157.33:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://1.195.131.69:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV5体育,http://120.238.94.10:9901/tsfile/live/1022_1.m3u8
CCTV5体育,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8
CCTV5体育,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://www.cdnstv.com:6398/hls/5/index.m3u8
CCTV5体育,http://58.17.48.228:808/hls/5/index.m3u8
CCTV6电影,http://192.168.30.1:35455/gptv/G_CCTV-6-HQ.m3u8
CCTV6电影,https://itv.stcwl.xyz/udp/239.10.0.103:1025
CCTV6电影,http://192.168.30.1:35455/gptv/G_CCTV-6-HQ.m3u8
CCTV6电影,http://home.l-ht.cn:4000/rtp/239.77.0.171:5146
CCTV6电影,http://www.freetv.top/migu/624878396.m3u8?migutoken=3adcad950884d4ecc6c6967edee9c162189a1e09480eb5c29b369864aeedaed43c3f951d7eb6c32d86baac49792aacb3264b8f074e746477064fd7b1f172f00a9d84373825617d4366e8c54f0c
CCTV6电影,http://free.cnlive.club/channel/63f18811.m3u8
CCTV6电影,http://n1.gzbody.com:85/rtp/239.77.1.9:5146
CCTV6电影,http://n1.gzbody.com:85/rtp/239.77.0.35:5146
CCTV6电影,http://sh.lnott.top:880/dx06.m3u8
CCTV6电影,http://183.223.157.33:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://1.195.131.69:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV6电影,http://116.9.204.242:9901/tsfile/live/0006_1.m3u8
CCTV6电影,http://116.9.204.242:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://www.cdnstv.com:6398/hls/6/index.m3u8
CCTV6电影,http://58.17.48.228:808/hls/6/index.m3u8
CCTV6电影,http://zzssw01.55555.io:9901/tsfile/live/0006_1.m3u8
CCTV7国防军事,http://192.168.30.1:35455/gptv/G_CCTV-7-HQ.m3u8
CCTV7国防军事,https://itv.stcwl.xyz/udp/239.20.0.198:2194
CCTV7国防军事,http://192.168.30.1:35455/gptv/G_CCTV-7-HQ.m3u8
CCTV7国防军事,http://home.l-ht.cn:4000/rtp/239.77.1.159:5146
CCTV7国防军事,http://www.freetv.top/migu/673168121.m3u8?migutoken=bea4d574a7f96c7e95fb2000e191d57743cfdadfa9a4819385a46bf2bf269d9cf13b9bcc1494158b5bc16ce7d6751825800030253b91daf31a298122a2511f45821009cbeca64d12349bc0227d
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=5efea15b5115b2be0e9c11527601ab541c646da6310420ce788fafd0cbc53baa18194290df19e900a089f43300a784605577054b709659403fb3de1eaa69137ce76e0233b0f007ee744300c50d
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=97a46285e2ac80354b4cda7972c410ce7c4ea2d42ac569d87ec2072905e3f1274f652ad22225021e86a0449f109ca248ae7e401e49373b725d4190ff653b660e58abedd89065cf4c052ea97e81
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=39f299ba0d4c0dd00c89550497da4b7b2de0752f52a9831160904f0fa48d0e4f14936c2d2e794d39ef3d9fec119c22460c845abc4c1f894d73f27e21754ec4a1aec51a4285c036e5a6febf8b71
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=77f3d07c8c715fc3df72eeb3151a68e9169b4e17d5d0be3ff0eccb5d0a34a91fe58a22d4bdfa529c8c752579855b46458434107509993fa5f5abc00210d466c2a969d6bd3f9f0c6f6b0deca814
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=a878b713604abd82c57cce75de174e0284d3f101e21d0c3e362670e4b5a5e75d9b42846e5e0adf92c1ad15c63d60934f3e68c25f787bc0665d12acde75a6db4761278e79b762292ed5b5a2fae3
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=e78f83938702d1bbe1b942fbec9a4863f5e3233d946d4cb9d5650315c000e4b18fbeeecf6ea2debe700775517292edb56b8b5d596b464d112fbf4dc3fab926b0f9ec01cf52b7a4a97b4be82ad4
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=44446ab398991313e6a822efdaec82f3b845a2e8f141c172aa857c477255724bbb28fc01d33f764c51106c446af1c57e8815b58822075b194f4cf55cde28fe55f54330d4586c92e75e8aa50a48
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=3253222269368c440aa1d23dba86c186a7b73abdea3890faf72e3d720844f8f1d3adc2b18ed047dbb3eff1a6c5d9379fad37d1f8a380d0e7c69e9ad6eb41709cf92077125fc0bded4cfd47808b
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=11284a6f3b3b2fa213fe083e46e96de1056fd7727d3d02e2cb4c2eb6c9994c51a6d20f333eba2d4739cee8fe8d82b5a8ed95fbfa87d5df4d792df3f436e23df7ce80f601e526e1e967f1479a14
CCTV7国防军事,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7国防军事,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7国防军事,http://sh.lnott.top:880/dx07.m3u8
CCTV7国防军事,http://183.223.157.33:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://1.195.131.69:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV7国防军事,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8
CCTV7国防军事,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://www.cdnstv.com:6398/hls/7/index.m3u8
CCTV8电视剧,http://192.168.30.1:35455/gptv/G_CCTV-8-HQ.m3u8
CCTV8电视剧,https://itv.stcwl.xyz/udp/239.10.0.104:1025
CCTV8电视剧,http://192.168.30.1:35455/gptv/G_CCTV-8-HQ.m3u8
CCTV8电视剧,http://home.l-ht.cn:4000/rtp/239.77.0.172:5146
CCTV8电视剧,http://www.freetv.top/migu/624878356.m3u8?migutoken=e6e1b0f11b3900539ca13088ccf9da6d0a771d58a295315011db1676c607e4bfd4d2ecf8b5f89e888d98843c67f6657703a3192a098894da656341d37aaa2d4abf591b1a09d80e6fff894dd29d
CCTV8电视剧,http://n1.gzbody.com:85/rtp/239.77.1.10:5146
CCTV8电视剧,http://n1.gzbody.com:85/rtp/239.77.0.37:5146
CCTV8电视剧,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://sh.lnott.top:880/dx08.m3u8
CCTV8电视剧,http://183.223.157.33:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://1.195.131.69:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV8电视剧,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8
CCTV8电视剧,http://120.238.94.10:9901/tsfile/live/1026_1.m3u8
CCTV8电视剧,http://116.9.204.242:9901/tsfile/live/0008_1.m3u8
CCTV8电视剧,http://116.9.204.242:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://192.168.30.1:35455/gptv/G_CCTV-9-HQ.m3u8
CCTV9纪录,http://192.168.30.1:35455/gptv/G_CCTV-9-HQ.m3u8
CCTV9纪录,http://www.freetv.top/migu/673168140.m3u8?migutoken=b6b3dff09079aa89b4ea1988e02de40fa003df2db6f755979b0c414bdfffe3225adf1ec44edf5934481e00ada14c3b23dc6e93bb72f70ed2319f17002205dc998b6ce2dde3d00bf5701f8261ec
CCTV9纪录,http://n1.gzbody.com:85/rtp/239.77.1.160:5146
CCTV9纪录,http://n1.gzbody.com:85/rtp/239.77.0.38:5146
CCTV9纪录,http://sh.lnott.top:880/dx09.m3u8
CCTV9纪录,http://183.223.157.33:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://1.195.131.69:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV9纪录,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8
CCTV9纪录,http://120.238.94.10:9901/tsfile/live/1027_1.m3u8
CCTV9纪录,http://116.9.204.242:9901/tsfile/live/0009_1.m3u8
CCTV9纪录,http://116.9.204.242:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://www.cdnstv.com:6398/hls/9/index.m3u8
CCTV9纪录,http://zqh2333.top:2222/rtp/239.93.25.24:5140
CCTV10科教,http://192.168.30.1:35455/gptv/G_CCTV-10-HQ.m3u8
CCTV10科教,https://itv.stcwl.xyz/udp/239.10.0.210:1025
CCTV10科教,http://192.168.30.1:35455/gptv/G_CCTV-10-HQ.m3u8
CCTV10科教,http://home.l-ht.cn:4000/rtp/239.77.1.113:5146
CCTV10科教,http://www.freetv.top/migu/624878405.m3u8?migutoken=994dc87ce4767211215bbc02fa208301259959a2d995deb9996c41b650e244fc75c3d5bae41d623bed5ba96aa38c7ea483d856771c119f74e8bb93fb60dc8304e146d0bf46405e88554d84e414
CCTV10科教,http://n1.gzbody.com:85/rtp/239.77.1.113:5146
CCTV10科教,http://n1.gzbody.com:85/rtp/239.77.0.39:5146
CCTV10科教,http://sh.lnott.top:880/dx10.m3u8
CCTV10科教,http://183.223.157.33:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://1.195.131.69:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV10科教,http://116.9.204.242:9901/tsfile/live/0010_1.m3u8
CCTV10科教,http://116.9.204.242:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://www.cdnstv.com:6398/hls/10/index.m3u8
CCTV10科教,http://58.17.48.228:808/hls/10/index.m3u8
CCTV10科教,http://ygbh.site/php/bfgd.php?id=129
CCTV11戏曲,http://192.168.30.1:35455/gptv/G_CCTV-11-HQ.m3u8
CCTV11戏曲,https://itv.stcwl.xyz/udp/239.11.0.24:1025
CCTV11戏曲,http://192.168.30.1:35455/gptv/G_CCTV-11-HQ.m3u8
CCTV11戏曲,http://home.l-ht.cn:4000/rtp/239.77.1.108:5146
CCTV11戏曲,http://www.freetv.top/migu/667987558.m3u8?migutoken=00a21f1483e571da068c555e3eea928f7c6183b26d7acc2afe9bb5e115f0005e02b6118176789d76765ae297bd6dfe4e14966e64415f0781535d91ed266aac177d6ff10fa6358e0eedddc2223b
CCTV11戏曲,http://n1.gzbody.com:85/rtp/239.77.1.42:5146
CCTV11戏曲,http://n1.gzbody.com:85/rtp/239.77.1.108:5146
CCTV11戏曲,http://n1.gzbody.com:85/rtp/239.77.1.238:5146
CCTV11戏曲,http://n1.gzbody.com:85/rtp/239.77.0.40:5146
CCTV11戏曲,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225815/index.m3u8
CCTV11戏曲,http://39.137.75.230/000000001000/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=no
CCTV11戏曲,http://sh.lnott.top:880/dx11.m3u8
CCTV11戏曲,http://183.223.157.33:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://1.195.131.69:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV11戏曲,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8
CCTV11戏曲,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://www.cdnstv.com:6398/hls/11/index.m3u8
CCTV12社会与法,http://192.168.30.1:35455/gptv/G_CCTV-12-HQ.m3u8
CCTV12社会与法,https://itv.stcwl.xyz/udp/239.10.0.211:1025
CCTV12社会与法,http://192.168.30.1:35455/gptv/G_CCTV-12-HQ.m3u8
CCTV12社会与法,http://home.l-ht.cn:4000/rtp/239.77.1.109:5146
CCTV12社会与法,http://www.freetv.top/migu/673168185.m3u8?migutoken=21a3954b28c73a4240272889ec94c3318c23068f666c79e61379cb154a890e4e7e3c998a578b29a381972f128751898531cb713221ff95385afec91149321ad772e31489fa01e553c8223e976a
CCTV12社会与法,http://n1.gzbody.com:85/rtp/239.77.1.109:5146
CCTV12社会与法,http://n1.gzbody.com:85/rtp/239.77.0.41:5146
CCTV12社会与法,http://home.yulei.online:9999/rtp/226.0.2.164:9224
CCTV12社会与法,http://drive.mxmy.net:8888/udp/239.3.1.64:8124
CCTV12社会与法,http://sh.lnott.top:880/dx12.m3u8
CCTV12社会与法,http://183.223.157.33:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://1.195.131.69:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV12社会与法,http://116.9.204.242:9901/tsfile/live/0012_1.m3u8
CCTV12社会与法,http://116.9.204.242:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://www.cdnstv.com:6398/hls/12/index.m3u8
CCTV13新闻,http://192.168.30.1:35455/gptv/G_CCTV-13-HQ.m3u8
CCTV13新闻,https://itv.stcwl.xyz/udp/239.10.0.198:1025
CCTV13新闻,http://192.168.30.1:35455/gptv/G_CCTV-13-HQ.m3u8
CCTV13新闻,http://home.l-ht.cn:4000/rtp/239.77.0.188:5146
CCTV13新闻,http://www.freetv.top/migu/608807423.m3u8?migutoken=d8e7d5104925c13570533f5db2f808b4613be4d2901d3d406a67fca92ee219bc3692dff97d63d38123fde519465b77404b0a2c0c59bec5e83ad2be42019845acc7e59290159021d585352689cc
CCTV13新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV13新闻,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV13新闻,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV13新闻,http://n1.gzbody.com:85/rtp/239.253.43.196:5146
CCTV13新闻,http://n1.gzbody.com:85/rtp/239.77.0.42:5146
CCTV13新闻,http://home.yulei.online:9999/rtp/226.0.2.165:9232
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13新闻,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://sh.lnott.top:880/dx13.m3u8
CCTV13新闻,http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://1.195.131.69:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV13新闻,http://116.9.204.242:9901/tsfile/live/0013_1.m3u8
CCTV13新闻,http://116.9.204.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://192.168.30.1:35455/gptv/G_CCTV-14-HQ.m3u8
CCTV14少儿,https://itv.stcwl.xyz/udp/239.10.0.212:1025
CCTV14少儿,http://192.168.30.1:35455/gptv/G_CCTV-14-HQ.m3u8
CCTV14少儿,http://home.l-ht.cn:4000/rtp/239.77.1.161:5146
CCTV14少儿,http://www.freetv.top/migu/624878440.m3u8?migutoken=303d044cf07163e1e2e8e4ecc8b6696ed836301cf573b626d3c00ec50cd362cc5e6a93afc2fd102cb883155554597d14eaa697edc9b0a30e56fc0115f81d8fbb8b87129e5bedad7d2173178f03
CCTV14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV14少儿,http://n1.gzbody.com:85/rtp/239.77.1.161:5146
CCTV14少儿,http://n1.gzbody.com:85/rtp/239.77.0.43:5146
CCTV14少儿,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225933/index.m3u8
CCTV14少儿,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8
CCTV14少儿,http://sh.lnott.top:880/dx14.m3u8
CCTV14少儿,http://183.223.157.33:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://1.195.131.69:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://120.76.248.139/live/bfgd/4200000132.m3u8
